Null value: -9999.9	
Date (GMT)	Sea Temperature(ºC)
2011 05 14 13	20.453
2011 05 14 14	20.487
2011 05 14 15	20.463
2011 05 14 16	20.417
2011 05 14 17	20.404
2011 05 14 18	20.363
2011 05 14 19	20.302
2011 05 14 20	20.252
2011 05 14 21	20.221
2011 05 14 22	20.204
2011 05 14 23	20.189
2011 05 15 00	20.168
2011 05 15 01	20.098
2011 05 15 02	20.038
2011 05 15 03	19.996
2011 05 15 04	19.959
2011 05 15 05	19.924
2011 05 15 06	19.917
2011 05 15 07	19.919
2011 05 15 08	19.911
2011 05 15 09	19.941
2011 05 15 10	19.988
2011 05 15 11	20.03
2011 05 15 12	20.109
2011 05 15 13	20.204
2011 05 15 14	20.288
2011 05 15 15	20.206
2011 05 15 16	20.121
2011 05 15 17	20.108
2011 05 15 18	20.084
2011 05 15 19	20.051
2011 05 15 20	20.031
2011 05 15 21	20.011
2011 05 15 22	19.986
2011 05 15 23	19.956
2011 05 16 00	19.92
2011 05 16 01	19.87
2011 05 16 02	19.815
2011 05 16 03	19.763
2011 05 16 04	19.718
2011 05 16 05	19.682
2011 05 16 06	19.666
2011 05 16 07	19.662
2011 05 16 08	19.655
2011 05 16 09	19.677
2011 05 16 10	19.705
2011 05 16 11	19.73
2011 05 16 12	19.773
2011 05 16 13	19.822
2011 05 16 14	19.875
2011 05 16 15	19.868
2011 05 16 16	19.837
2011 05 16 17	19.826
2011 05 16 18	19.808
2011 05 16 19	19.793
2011 05 16 20	19.781
2011 05 16 21	19.768
2011 05 16 22	19.76
2011 05 16 23	19.745
2011 05 17 00	19.728
2011 05 17 01	19.712
2011 05 17 02	19.696
2011 05 17 03	19.68
2011 05 17 04	19.666
2011 05 17 05	19.654
2011 05 17 06	19.656
2011 05 17 07	19.656
2011 05 17 08	19.652
2011 05 17 09	19.688
2011 05 17 10	19.733
2011 05 17 11	19.77
2011 05 17 12	19.831
2011 05 17 13	19.905
2011 05 17 14	19.974
2011 05 17 15	19.955
2011 05 17 16	19.911
2011 05 17 17	19.9
2011 05 17 18	19.876
2011 05 17 19	19.847
2011 05 17 20	19.822
2011 05 17 21	19.795
2011 05 17 22	19.772
2011 05 17 23	19.754
2011 05 18 00	19.74
2011 05 18 01	19.72
2011 05 18 02	19.699
2011 05 18 03	19.681
2011 05 18 04	19.656
2011 05 18 05	19.634
2011 05 18 06	19.618
2011 05 18 07	19.601
2011 05 18 08	19.584
2011 05 18 09	19.571
2011 05 18 10	19.559
2011 05 18 11	19.549
2011 05 18 12	19.574
2011 05 18 13	19.613
2011 05 18 14	19.647
2011 05 18 15	19.644
2011 05 18 16	19.639
2011 05 18 17	19.643
2011 05 18 18	19.63
2011 05 18 19	19.616
2011 05 18 20	19.608
2011 05 18 21	19.597
2011 05 18 22	19.59
2011 05 18 23	19.584
2011 05 19 00	19.577
2011 05 19 01	19.565
2011 05 19 02	19.552
2011 05 19 03	19.558
2011 05 19 04	19.565
2011 05 19 05	19.569
2011 05 19 06	19.61
2011 05 19 07	19.67
2011 05 19 08	19.726
2011 05 19 09	19.754
2011 05 19 10	19.778
2011 05 19 11	19.814
2011 05 19 12	19.839
2011 05 19 13	19.861
2011 05 19 14	19.884
2011 05 19 15	19.871
2011 05 19 16	19.85
2011 05 19 17	19.833
2011 05 19 18	19.813
2011 05 19 19	19.795
2011 05 19 20	19.779
2011 05 19 21	19.763
2011 05 19 22	19.749
2011 05 19 23	19.733
2011 05 20 00	19.719
2011 05 20 01	19.704
2011 05 20 02	19.691
2011 05 20 03	19.676
2011 05 20 04	19.662
2011 05 20 05	19.651
2011 05 20 06	19.686
2011 05 20 07	19.753
2011 05 20 08	19.819
2011 05 20 09	19.979
2011 05 20 10	20.222
2011 05 20 11	20.454
2011 05 20 12	20.421
2011 05 20 13	20.439
2011 05 20 14	20.521
2011 05 20 15	20.553
2011 05 20 16	20.552
2011 05 20 17	20.557
2011 05 20 18	20.496
2011 05 20 19	20.404
2011 05 20 20	20.337
2011 05 20 21	20.278
2011 05 20 22	20.231
2011 05 20 23	20.189
2011 05 21 00	20.153
2011 05 21 01	20.121
2011 05 21 02	20.097
2011 05 21 03	20.072
2011 05 21 04	20.049
2011 05 21 05	20.026
2011 05 21 06	20.053
2011 05 21 07	20.106
2011 05 21 08	20.156
2011 05 21 09	20.318
2011 05 21 10	20.573
2011 05 21 11	20.809
2011 05 21 12	21.066
2011 05 21 13	21.358
2011 05 21 14	21.641
2011 05 21 15	21.543
2011 05 21 16	21.347
2011 05 21 17	21.282
2011 05 21 18	21.081
2011 05 21 19	20.855
2011 05 21 20	20.728
2011 05 21 21	20.642
2011 05 21 22	20.577
2011 05 21 23	20.524
2011 05 22 00	20.475
2011 05 22 01	20.416
2011 05 22 02	20.383
2011 05 22 03	20.357
2011 05 22 04	20.33
2011 05 22 05	20.293
2011 05 22 06	20.281
2011 05 22 07	20.282
2011 05 22 08	20.284
2011 05 22 09	20.407
2011 05 22 10	20.62
2011 05 22 11	20.813
2011 05 22 12	20.942
2011 05 22 13	21.074
2011 05 22 14	21.257
2011 05 22 15	21.382
2011 05 22 16	21.405
2011 05 22 17	21.37
2011 05 22 18	21.29
2011 05 22 19	21.19
2011 05 22 20	21.114
2011 05 22 21	21.062
2011 05 22 22	21.041
2011 05 22 23	21.049
2011 05 23 00	21.058
2011 05 23 01	21.061
2011 05 23 02	21.044
2011 05 23 03	21.013
2011 05 23 04	20.975
2011 05 23 05	20.925
2011 05 23 06	20.909
2011 05 23 07	20.898
2011 05 23 08	20.885
2011 05 23 09	20.92
2011 05 23 10	20.983
2011 05 23 11	21.051
2011 05 23 12	21.18
2011 05 23 13	21.348
2011 05 23 14	21.506
2011 05 23 15	21.612
2011 05 23 16	21.682
2011 05 23 17	21.738
2011 05 23 18	21.682
2011 05 23 19	21.578
2011 05 23 20	21.508
2011 05 23 21	21.458
2011 05 23 22	21.429
2011 05 23 23	21.412
2011 05 24 00	21.446
2011 05 24 01	21.433
2011 05 24 02	21.418
2011 05 24 03	21.397
2011 05 24 04	21.367
2011 05 24 05	21.324
2011 05 24 06	21.307
2011 05 24 07	21.293
2011 05 24 08	21.282
2011 05 24 09	21.332
2011 05 24 10	21.406
2011 05 24 11	21.48
2011 05 24 12	21.612
2011 05 24 13	21.785
2011 05 24 14	21.952
2011 05 24 15	22.064
2011 05 24 16	22.138
2011 05 24 17	22.204
2011 05 24 18	22.145
2011 05 24 19	22.009
2011 05 24 20	21.896
2011 05 24 21	21.781
2011 05 24 22	21.687
2011 05 24 23	21.618
2011 05 25 00	21.36
2011 05 25 01	21.324
2011 05 25 02	21.282
2011 05 25 03	21.234
2011 05 25 04	21.178
2011 05 25 05	21.119
2011 05 25 06	21.086
2011 05 25 07	21.067
2011 05 25 08	21.063
2011 05 25 09	21.156
2011 05 25 10	21.313
2011 05 25 11	21.471
2011 05 25 12	21.61
2011 05 25 13	21.735
2011 05 25 14	21.853
2011 05 25 15	21.908
2011 05 25 16	21.916
2011 05 25 17	21.926
2011 05 25 18	21.884
2011 05 25 19	21.821
2011 05 25 20	21.766
2011 05 25 21	21.724
2011 05 25 22	21.711
2011 05 25 23	21.705
2011 05 26 00	21.699
2011 05 26 01	21.686
2011 05 26 02	21.661
2011 05 26 03	21.632
2011 05 26 04	21.605
2011 05 26 05	21.578
2011 05 26 06	21.574
2011 05 26 07	21.575
2011 05 26 08	21.579
2011 05 26 09	21.618
2011 05 26 10	21.663
2011 05 26 11	21.698
2011 05 26 12	21.73
2011 05 26 13	21.761
2011 05 26 14	21.789
2011 05 26 15	21.834
2011 05 26 16	21.893
2011 05 26 17	21.953
2011 05 26 18	21.942
2011 05 26 19	21.901
2011 05 26 20	21.879
2011 05 26 21	21.858
2011 05 26 22	21.835
2011 05 26 23	21.806
2011 05 27 00	21.768
2011 05 27 01	21.725
2011 05 27 02	21.683
2011 05 27 03	21.648
2011 05 27 04	21.617
2011 05 27 05	21.592
2011 05 27 06	21.608
2011 05 27 07	21.638
2011 05 27 08	21.672
2011 05 27 09	21.763
2011 05 27 10	21.879
2011 05 27 11	21.977
2011 05 27 12	22.088
2011 05 27 13	22.208
2011 05 27 14	22.33
2011 05 27 15	22.434
2011 05 27 16	22.526
2011 05 27 17	22.62
2011 05 27 18	22.626
2011 05 27 19	22.618
2011 05 27 20	22.597
2011 05 27 21	22.547
2011 05 27 22	22.485
2011 05 27 23	22.42
2011 05 28 00	22.308
2011 05 28 01	22.197
2011 05 28 02	22.107
2011 05 28 03	22.044
2011 05 28 04	22.02
2011 05 28 05	21.994
2011 05 28 06	21.982
2011 05 28 07	21.975
2011 05 28 08	21.969
2011 05 28 09	22.034
2011 05 28 10	22.142
2011 05 28 11	22.24
2011 05 28 12	22.368
2011 05 28 13	22.504
2011 05 28 14	22.629
2011 05 28 15	22.577
2011 05 28 16	22.482
2011 05 28 17	22.449
2011 05 28 18	22.394
2011 05 28 19	22.331
2011 05 28 20	22.282
2011 05 28 21	22.235
2011 05 28 22	22.198
2011 05 28 23	22.168
2011 05 29 00	22.134
2011 05 29 01	22.102
2011 05 29 02	22.067
2011 05 29 03	22.03
2011 05 29 04	21.994
2011 05 29 05	21.964
2011 05 29 06	21.97
2011 05 29 07	21.983
2011 05 29 08	21.995
2011 05 29 09	22.03
2011 05 29 10	22.073
2011 05 29 11	22.116
2011 05 29 12	22.191
2011 05 29 13	22.284
2011 05 29 14	22.375
2011 05 29 15	22.417
2011 05 29 16	22.438
2011 05 29 17	22.473
2011 05 29 18	22.49
2011 05 29 19	22.507
2011 05 29 20	22.542
2011 05 29 21	22.582
2011 05 29 22	22.62
2011 05 29 23	22.644
2011 05 30 00	22.65
2011 05 30 01	22.632
2011 05 30 02	22.604
2011 05 30 03	22.568
2011 05 30 04	22.526
2011 05 30 05	22.488
2011 05 30 06	22.47
2011 05 30 07	22.463
2011 05 30 08	22.46
2011 05 30 09	22.498
2011 05 30 10	22.54
2011 05 30 11	22.569
2011 05 30 12	22.59
2011 05 30 13	22.585
2011 05 30 14	22.559
2011 05 30 15	22.47
2011 05 30 16	22.343
2011 05 30 17	22.218
2011 05 30 18	22.073
2011 05 30 19	21.931
2011 05 30 20	21.794
2011 05 30 21	21.67
2011 05 30 22	21.571
2011 05 30 23	21.481
2011 05 31 00	21.393
2011 05 31 01	21.317
2011 05 31 02	21.252
2011 05 31 03	21.203
2011 05 31 04	21.17
2011 05 31 05	21.162
2011 05 31 06	21.194
2011 05 31 07	21.245
2011 05 31 08	21.291
2011 05 31 09	21.382
2011 05 31 10	21.484
2011 05 31 11	21.567
2011 05 31 12	21.682
2011 05 31 13	21.817
2011 05 31 14	21.945
2011 05 31 15	21.88
2011 05 31 16	21.8
2011 05 31 17	21.775
2011 05 31 18	21.728
2011 05 31 19	21.685
2011 05 31 20	21.666
2011 05 31 21	21.665
2011 05 31 22	21.676
2011 05 31 23	21.664
2011 06 01 00	21.469
2011 06 01 01	21.413
2011 06 01 02	21.349
2011 06 01 03	21.285
2011 06 01 04	21.219
2011 06 01 05	21.157
2011 06 01 06	21.135
2011 06 01 07	21.132
2011 06 01 08	21.142
2011 06 01 09	21.24
2011 06 01 10	21.389
2011 06 01 11	21.535
2011 06 01 12	21.723
2011 06 01 13	21.939
2011 06 01 14	22.147
2011 06 01 15	22.25
2011 06 01 16	22.28
2011 06 01 17	22.296
2011 06 01 18	22.237
2011 06 01 19	22.14
2011 06 01 20	22.046
2011 06 01 21	21.94
2011 06 01 22	21.838
2011 06 01 23	21.753
2011 06 02 00	21.677
2011 06 02 01	21.596
2011 06 02 02	21.522
2011 06 02 03	21.442
2011 06 02 04	21.372
2011 06 02 05	21.321
2011 06 02 06	21.316
2011 06 02 07	21.332
2011 06 02 08	21.365
2011 06 02 09	21.423
2011 06 02 10	21.484
2011 06 02 11	21.542
2011 06 02 12	21.668
2011 06 02 13	21.844
2011 06 02 14	22.007
2011 06 02 15	22.108
2011 06 02 16	22.162
2011 06 02 17	22.189
2011 06 02 18	22.121
2011 06 02 19	22.017
2011 06 02 20	21.934
2011 06 02 21	21.872
2011 06 02 22	21.83
2011 06 02 23	21.798
2011 06 03 00	21.763
2011 06 03 01	21.729
2011 06 03 02	21.698
2011 06 03 03	21.673
2011 06 03 04	21.652
2011 06 03 05	21.636
2011 06 03 06	21.659
2011 06 03 07	21.684
2011 06 03 08	21.704
2011 06 03 09	21.755
2011 06 03 10	21.815
2011 06 03 11	21.867
2011 06 03 12	21.977
2011 06 03 13	22.125
2011 06 03 14	22.263
2011 06 03 15	22.263
2011 06 03 16	22.22
2011 06 03 17	22.195
2011 06 03 18	22.142
2011 06 03 19	22.086
2011 06 03 20	22.037
2011 06 03 21	21.985
2011 06 03 22	21.939
2011 06 03 23	21.897
2011 06 04 00	21.856
2011 06 04 01	21.82
2011 06 04 02	21.795
2011 06 04 03	21.774
2011 06 04 04	21.76
2011 06 04 05	21.746
2011 06 04 06	21.759
2011 06 04 07	21.772
2011 06 04 08	21.778
2011 06 04 09	21.829
2011 06 04 10	21.895
2011 06 04 11	21.958
2011 06 04 12	22.063
2011 06 04 13	22.19
2011 06 04 14	22.313
2011 06 04 15	22.391
2011 06 04 16	22.442
2011 06 04 17	22.482
2011 06 04 18	22.399
2011 06 04 19	22.253
2011 06 04 20	22.155
2011 06 04 21	22.08
2011 06 04 22	22.029
2011 06 04 23	21.995
2011 06 05 00	21.968
2011 06 05 01	21.946
2011 06 05 02	21.926
2011 06 05 03	21.899
2011 06 05 04	21.875
2011 06 05 05	21.85
2011 06 05 06	21.857
2011 06 05 07	21.871
2011 06 05 08	21.885
2011 06 05 09	21.972
2011 06 05 10	22.1
2011 06 05 11	22.225
2011 06 05 12	22.411
2011 06 05 13	22.648
2011 06 05 14	22.868
2011 06 05 15	22.798
2011 06 05 16	22.705
2011 06 05 17	22.661
2011 06 05 18	22.579
2011 06 05 19	22.476
2011 06 05 20	22.41
2011 06 05 21	22.354
2011 06 05 22	22.313
2011 06 05 23	22.284
2011 06 06 00	22.259
2011 06 06 01	22.241
2011 06 06 02	22.223
2011 06 06 03	22.203
2011 06 06 04	22.176
2011 06 06 05	22.151
2011 06 06 06	22.155
2011 06 06 07	22.176
2011 06 06 08	22.192
2011 06 06 09	22.327
2011 06 06 10	22.578
2011 06 06 11	22.826
2011 06 06 12	22.887
2011 06 06 13	22.911
2011 06 06 14	23.044
2011 06 06 15	22.88
2011 06 06 16	22.728
2011 06 06 17	22.675
2011 06 06 18	22.598
2011 06 06 19	22.509
2011 06 06 20	22.446
2011 06 06 21	22.396
2011 06 06 22	22.357
2011 06 06 23	22.325
2011 06 07 00	22.295
2011 06 07 01	22.263
2011 06 07 02	22.231
2011 06 07 03	22.189
2011 06 07 04	22.133
2011 06 07 05	22.08
2011 06 07 06	22.036
2011 06 07 07	21.994
2011 06 07 08	21.97
2011 06 07 09	21.987
2011 06 07 10	22.022
2011 06 07 11	22.054
2011 06 07 12	22.08
2011 06 07 13	22.105
2011 06 07 14	22.126
2011 06 07 15	22.112
2011 06 07 16	22.09
2011 06 07 17	22.073
2011 06 07 18	22.029
2011 06 07 19	21.955
2011 06 07 20	21.908
2011 06 07 21	21.886
2011 06 07 22	21.89
2011 06 07 23	21.893
2011 06 08 00	21.66
2011 06 08 01	21.58
2011 06 08 02	21.5
2011 06 08 03	21.429
2011 06 08 04	21.382
2011 06 08 05	21.326
2011 06 08 06	21.285
2011 06 08 07	21.248
2011 06 08 08	21.202
2011 06 08 09	21.195
2011 06 08 10	21.215
2011 06 08 11	21.241
2011 06 08 12	21.295
2011 06 08 13	21.38
2011 06 08 14	21.486
2011 06 08 15	21.498
2011 06 08 16	21.483
2011 06 08 17	21.489
2011 06 08 18	21.45
2011 06 08 19	21.369
2011 06 08 20	21.253
2011 06 08 21	21.078
2011 06 08 22	20.859
2011 06 08 23	20.657
2011 06 09 00	20.49
2011 06 09 01	20.385
2011 06 09 02	20.315
2011 06 09 03	20.26
2011 06 09 04	20.226
2011 06 09 05	20.195
2011 06 09 06	20.18
2011 06 09 07	20.16
2011 06 09 08	20.134
2011 06 09 09	20.152
2011 06 09 10	20.18
2011 06 09 11	20.192
2011 06 09 12	20.219
2011 06 09 13	20.266
2011 06 09 14	20.345
2011 06 09 15	20.397
2011 06 09 16	20.501
2011 06 09 17	20.621
2011 06 09 18	20.613
2011 06 09 19	20.446
2011 06 09 20	20.238
2011 06 09 21	20.064
2011 06 09 22	19.925
2011 06 09 23	19.826
2011 06 10 00	19.759
2011 06 10 01	19.709
2011 06 10 02	19.671
2011 06 10 03	19.639
2011 06 10 04	19.622
2011 06 10 05	19.604
2011 06 10 06	19.616
2011 06 10 07	19.632
2011 06 10 08	19.644
2011 06 10 09	19.75
2011 06 10 10	19.958
2011 06 10 11	20.164
2011 06 10 12	20.097
2011 06 10 13	20.126
2011 06 10 14	20.223
2011 06 10 15	20.224
2011 06 10 16	20.224
2011 06 10 17	20.311
2011 06 10 18	20.367
2011 06 10 19	20.342
2011 06 10 20	20.253
2011 06 10 21	20.149
2011 06 10 22	20.065
2011 06 10 23	19.979
2011 06 11 00	19.875
2011 06 11 01	19.75
2011 06 11 02	19.63
2011 06 11 03	19.526
2011 06 11 04	19.449
2011 06 11 05	19.398
2011 06 11 06	19.396
2011 06 11 07	19.423
2011 06 11 08	19.464
2011 06 11 09	19.571
2011 06 11 10	19.699
2011 06 11 11	19.8
2011 06 11 12	20.004
2011 06 11 13	20.342
2011 06 11 14	20.711
2011 06 11 15	20.524
2011 06 11 16	20.567
2011 06 11 17	20.818
2011 06 11 18	21.022
2011 06 11 19	21.014
2011 06 11 20	20.892
2011 06 11 21	20.788
2011 06 11 22	20.675
2011 06 11 23	20.505
2011 06 12 00	20.283
2011 06 12 01	20.049
2011 06 12 02	19.841
2011 06 12 03	19.68
2011 06 12 04	19.576
2011 06 12 05	19.535
2011 06 12 06	19.608
2011 06 12 07	19.764
2011 06 12 08	19.933
2011 06 12 09	20.195
2011 06 12 10	20.489
2011 06 12 11	20.718
2011 06 12 12	20.759
2011 06 12 13	20.841
2011 06 12 14	20.97
2011 06 12 15	21.061
2011 06 12 16	21.138
2011 06 12 17	21.247
2011 06 12 18	21.268
2011 06 12 19	21.222
2011 06 12 20	21.198
2011 06 12 21	21.165
2011 06 12 22	21.062
2011 06 12 23	20.905
2011 06 13 00	20.707
2011 06 13 01	20.491
2011 06 13 02	20.298
2011 06 13 03	20.138
2011 06 13 04	20.017
2011 06 13 05	19.932
2011 06 13 06	19.911
2011 06 13 07	19.925
2011 06 13 08	19.967
2011 06 13 09	20.069
2011 06 13 10	20.196
2011 06 13 11	20.304
2011 06 13 12	20.492
2011 06 13 13	20.749
2011 06 13 14	20.946
2011 06 13 15	20.708
2011 06 13 16	20.598
2011 06 13 17	20.587
2011 06 13 18	20.568
2011 06 13 19	20.541
2011 06 13 20	20.516
2011 06 13 21	20.469
2011 06 13 22	20.409
2011 06 13 23	20.354
2011 06 14 00	20.272
2011 06 14 01	20.161
2011 06 14 02	20.054
2011 06 14 03	19.957
2011 06 14 04	19.881
2011 06 14 05	19.825
2011 06 14 06	19.816
2011 06 14 07	19.843
2011 06 14 08	19.868
2011 06 14 09	19.933
2011 06 14 10	20.022
2011 06 14 11	20.11
2011 06 14 12	20.256
2011 06 14 13	20.43
2011 06 14 14	20.582
2011 06 14 15	20.507
2011 06 14 16	20.424
2011 06 14 17	20.39
2011 06 14 18	20.358
2011 06 14 19	20.331
2011 06 14 20	20.308
2011 06 14 21	20.269
2011 06 14 22	20.214
2011 06 14 23	20.174
2011 06 15 00	20.284
2011 06 15 01	20.187
2011 06 15 02	20.097
2011 06 15 03	20.0
2011 06 15 04	19.907
2011 06 15 05	19.824
2011 06 15 06	19.776
2011 06 15 07	19.763
2011 06 15 08	19.764
2011 06 15 09	19.842
2011 06 15 10	19.965
2011 06 15 11	20.096
2011 06 15 12	20.372
2011 06 15 13	20.777
2011 06 15 14	21.128
2011 06 15 15	21.112
2011 06 15 16	20.934
2011 06 15 17	20.952
2011 06 15 18	20.932
2011 06 15 19	20.918
2011 06 15 20	20.918
2011 06 15 21	20.753
2011 06 15 22	20.54
2011 06 15 23	20.441
2011 06 16 00	20.379
2011 06 16 01	20.328
2011 06 16 02	20.274
2011 06 16 03	20.232
2011 06 16 04	20.19
2011 06 16 05	20.141
2011 06 16 06	20.124
2011 06 16 07	20.125
2011 06 16 08	20.139
2011 06 16 09	20.186
2011 06 16 10	20.253
2011 06 16 11	20.344
2011 06 16 12	20.482
2011 06 16 13	20.653
2011 06 16 14	20.801
2011 06 16 15	20.855
2011 06 16 16	20.837
2011 06 16 17	20.792
2011 06 16 18	20.715
2011 06 16 19	20.634
2011 06 16 20	20.565
2011 06 16 21	20.501
2011 06 16 22	20.433
2011 06 16 23	20.398
2011 06 17 00	20.397
2011 06 17 01	20.421
2011 06 17 02	20.436
2011 06 17 03	20.423
2011 06 17 04	20.38
2011 06 17 05	20.319
2011 06 17 06	20.265
2011 06 17 07	20.21
2011 06 17 08	20.163
2011 06 17 09	20.179
2011 06 17 10	20.237
2011 06 17 11	20.305
2011 06 17 12	20.532
2011 06 17 13	20.93
2011 06 17 14	21.284
2011 06 17 15	21.271
2011 06 17 16	21.107
2011 06 17 17	21.153
2011 06 17 18	21.103
2011 06 17 19	21.005
2011 06 17 20	20.95
2011 06 17 21	20.848
2011 06 17 22	20.742
2011 06 17 23	20.662
2011 06 18 00	20.602
2011 06 18 01	20.561
2011 06 18 02	20.523
2011 06 18 03	20.483
2011 06 18 04	20.43
2011 06 18 05	20.37
2011 06 18 06	20.331
2011 06 18 07	20.3
2011 06 18 08	20.277
2011 06 18 09	20.315
2011 06 18 10	20.385
2011 06 18 11	20.44
2011 06 18 12	20.605
2011 06 18 13	20.885
2011 06 18 14	21.134
2011 06 18 15	20.845
2011 06 18 16	20.703
2011 06 18 17	20.686
2011 06 18 18	20.643
2011 06 18 19	20.595
2011 06 18 20	20.542
2011 06 18 21	20.472
2011 06 18 22	20.397
2011 06 18 23	20.331
2011 06 19 00	20.265
2011 06 19 01	20.192
2011 06 19 02	20.125
2011 06 19 03	20.042
2011 06 19 04	19.933
2011 06 19 05	19.827
2011 06 19 06	19.757
2011 06 19 07	19.714
2011 06 19 08	19.677
2011 06 19 09	19.739
2011 06 19 10	19.874
2011 06 19 11	20.012
2011 06 19 12	20.266
2011 06 19 13	20.635
2011 06 19 14	20.994
2011 06 19 15	21.028
2011 06 19 16	21.036
2011 06 19 17	21.214
2011 06 19 18	21.147
2011 06 19 19	20.96
2011 06 19 20	20.751
2011 06 19 21	20.488
2011 06 19 22	20.214
2011 06 19 23	20.031
2011 06 20 00	19.928
2011 06 20 01	19.895
2011 06 20 02	19.882
2011 06 20 03	19.873
2011 06 20 04	19.862
2011 06 20 05	19.846
2011 06 20 06	19.88
2011 06 20 07	19.952
2011 06 20 08	20.02
2011 06 20 09	20.193
2011 06 20 10	20.459
2011 06 20 11	20.734
2011 06 20 12	21.074
2011 06 20 13	21.441
2011 06 20 14	21.725
2011 06 20 15	21.898
2011 06 20 16	22.029
2011 06 20 17	22.132
2011 06 20 18	21.882
2011 06 20 19	21.454
2011 06 20 20	21.105
2011 06 20 21	20.882
2011 06 20 22	20.741
2011 06 20 23	20.659
2011 06 21 00	20.618
2011 06 21 01	20.613
2011 06 21 02	20.613
2011 06 21 03	20.596
2011 06 21 04	20.562
2011 06 21 05	20.534
2011 06 21 06	20.564
2011 06 21 07	20.617
2011 06 21 08	20.662
2011 06 21 09	20.846
2011 06 21 10	21.165
2011 06 21 11	21.49
2011 06 21 12	21.688
2011 06 21 13	21.73
2011 06 21 14	21.867
2011 06 21 15	21.752
2011 06 21 16	21.495
2011 06 21 17	21.398
2011 06 21 18	21.184
2011 06 21 19	20.922
2011 06 21 20	20.753
2011 06 21 21	20.684
2011 06 21 22	20.715
2011 06 21 23	20.775
2011 06 22 00	20.689
2011 06 22 01	20.419
2011 06 22 02	20.237
2011 06 22 03	20.113
2011 06 22 04	20.021
2011 06 22 05	19.955
2011 06 22 06	19.927
2011 06 22 07	19.907
2011 06 22 08	19.888
2011 06 22 09	19.939
2011 06 22 10	20.037
2011 06 22 11	20.132
2011 06 22 12	20.364
2011 06 22 13	20.753
2011 06 22 14	21.151
2011 06 22 15	20.988
2011 06 22 16	20.905
2011 06 22 17	20.949
2011 06 22 18	20.979
2011 06 22 19	20.998
2011 06 22 20	20.988
2011 06 22 21	20.624
2011 06 22 22	20.448
2011 06 22 23	20.421
2011 06 23 00	20.371
2011 06 23 01	20.29
2011 06 23 02	20.223
2011 06 23 03	20.145
2011 06 23 04	20.06
2011 06 23 05	19.982
2011 06 23 06	19.91
2011 06 23 07	19.829
2011 06 23 08	19.751
2011 06 23 09	19.737
2011 06 23 10	19.782
2011 06 23 11	19.841
2011 06 23 12	20.007
2011 06 23 13	20.245
2011 06 23 14	20.461
2011 06 23 15	20.627
2011 06 23 16	20.771
2011 06 23 17	20.895
2011 06 23 18	20.898
2011 06 23 19	20.848
2011 06 23 20	20.808
2011 06 23 21	20.549
2011 06 23 22	20.351
2011 06 23 23	20.275
2011 06 24 00	20.204
2011 06 24 01	20.139
2011 06 24 02	20.106
2011 06 24 03	20.08
2011 06 24 04	20.035
2011 06 24 05	19.997
2011 06 24 06	19.987
2011 06 24 07	19.981
2011 06 24 08	19.963
2011 06 24 09	20.023
2011 06 24 10	20.139
2011 06 24 11	20.249
2011 06 24 12	20.488
2011 06 24 13	20.857
2011 06 24 14	21.221
2011 06 24 15	21.503
2011 06 24 16	21.743
2011 06 24 17	22.03
2011 06 24 18	22.201
2011 06 24 19	22.159
2011 06 24 20	21.966
2011 06 24 21	21.595
2011 06 24 22	21.262
2011 06 24 23	21.134
2011 06 25 00	21.171
2011 06 25 01	21.243
2011 06 25 02	21.262
2011 06 25 03	21.135
2011 06 25 04	21.07
2011 06 25 05	21.018
2011 06 25 06	20.951
2011 06 25 07	20.882
2011 06 25 08	20.798
2011 06 25 09	20.793
2011 06 25 10	20.855
2011 06 25 11	20.933
2011 06 25 12	21.13
2011 06 25 13	21.425
2011 06 25 14	21.694
2011 06 25 15	21.849
2011 06 25 16	21.919
2011 06 25 17	22.015
2011 06 25 18	22.006
2011 06 25 19	21.987
2011 06 25 20	21.943
2011 06 25 21	21.837
2011 06 25 22	21.715
2011 06 25 23	21.605
2011 06 26 00	21.481
2011 06 26 01	21.364
2011 06 26 02	21.259
2011 06 26 03	21.162
2011 06 26 04	21.095
2011 06 26 05	21.039
2011 06 26 06	21.011
2011 06 26 07	20.99
2011 06 26 08	20.959
2011 06 26 09	20.981
2011 06 26 10	21.045
2011 06 26 11	21.118
2011 06 26 12	21.261
2011 06 26 13	21.45
2011 06 26 14	21.636
2011 06 26 15	21.73
2011 06 26 16	21.774
2011 06 26 17	21.822
2011 06 26 18	21.802
2011 06 26 19	21.72
2011 06 26 20	21.624
2011 06 26 21	21.53
2011 06 26 22	21.465
2011 06 26 23	21.426
2011 06 27 00	21.41
2011 06 27 01	21.416
2011 06 27 02	21.445
2011 06 27 03	21.5
2011 06 27 04	21.574
2011 06 27 05	21.654
2011 06 27 06	21.755
2011 06 27 07	21.829
2011 06 27 08	21.85
2011 06 27 09	21.882
2011 06 27 10	21.924
2011 06 27 11	21.97
2011 06 27 12	22.126
2011 06 27 13	22.373
2011 06 27 14	22.607
2011 06 27 15	22.689
2011 06 27 16	22.731
2011 06 27 17	22.814
2011 06 27 18	22.828
2011 06 27 19	22.79
2011 06 27 20	22.763
2011 06 27 21	22.734
2011 06 27 22	22.69
2011 06 27 23	22.632
2011 06 28 00	22.567
2011 06 28 01	22.508
2011 06 28 02	22.444
2011 06 28 03	22.379
2011 06 28 04	22.318
2011 06 28 05	22.26
2011 06 28 06	22.252
