Null value: -9999.9	
Date (GMT)	Sea Temperature(ºC)
2017 12 09 00	17.842
2017 12 09 01	17.817
2017 12 09 02	17.785
2017 12 09 03	17.747
2017 12 09 04	17.704
2017 12 09 05	17.661
2017 12 09 06	17.625
2017 12 09 07	17.598
2017 12 09 08	17.582
2017 12 09 09	17.581
2017 12 09 10	17.582
2017 12 09 11	17.581
2017 12 09 12	17.602
2017 12 09 13	17.632
2017 12 09 14	17.657
2017 12 09 15	17.688
2017 12 09 16	17.725
2017 12 09 17	17.765
2017 12 09 18	17.77
2017 12 09 19	17.751
2017 12 09 20	17.738
2017 12 09 21	17.72
2017 12 09 22	17.703
2017 12 09 23	17.686
2017 12 10 00	17.666
2017 12 10 01	17.64
2017 12 10 02	17.607
2017 12 10 03	17.569
2017 12 10 04	17.526
2017 12 10 05	17.485
2017 12 10 06	17.449
2017 12 10 07	17.418
2017 12 10 08	17.389
2017 12 10 09	17.367
2017 12 10 10	17.346
2017 12 10 11	17.33
2017 12 10 12	17.331
2017 12 10 13	17.334
2017 12 10 14	17.332
2017 12 10 15	17.33
2017 12 10 16	17.329
2017 12 10 17	17.327
2017 12 10 18	17.317
2017 12 10 19	17.309
2017 12 10 20	17.304
2017 12 10 21	17.302
2017 12 10 22	17.307
2017 12 10 23	17.32
2017 12 11 00	17.369
2017 12 11 01	17.382
2017 12 11 02	17.397
2017 12 11 03	17.414
2017 12 11 04	17.428
2017 12 11 05	17.439
2017 12 11 06	17.44
2017 12 11 07	17.437
2017 12 11 08	17.434
2017 12 11 09	17.433
2017 12 11 10	17.43
2017 12 11 11	17.422
2017 12 11 12	17.424
2017 12 11 13	17.422
2017 12 11 14	17.412
2017 12 11 15	17.399
2017 12 11 16	17.382
2017 12 11 17	17.365
2017 12 11 18	17.343
2017 12 11 19	17.329
2017 12 11 20	17.331
2017 12 11 21	17.332
2017 12 11 22	17.335
2017 12 11 23	17.336
2017 12 12 00	17.324
2017 12 12 01	17.304
2017 12 12 02	17.281
2017 12 12 03	17.263
2017 12 12 04	17.249
2017 12 12 05	17.245
2017 12 12 06	17.248
2017 12 12 07	17.251
2017 12 12 08	17.25
2017 12 12 09	17.246
2017 12 12 10	17.239
2017 12 12 11	17.231
2017 12 12 12	17.237
2017 12 12 13	17.24
2017 12 12 14	17.24
2017 12 12 15	17.243
2017 12 12 16	17.246
2017 12 12 17	17.248
2017 12 12 18	17.233
2017 12 12 19	17.221
2017 12 12 20	17.215
2017 12 12 21	17.204
2017 12 12 22	17.193
2017 12 12 23	17.183
2017 12 13 00	17.195
2017 12 13 01	17.188
2017 12 13 02	17.179
2017 12 13 03	17.169
2017 12 13 04	17.16
2017 12 13 05	17.149
2017 12 13 06	17.137
2017 12 13 07	17.124
2017 12 13 08	17.111
2017 12 13 09	17.101
2017 12 13 10	17.09
2017 12 13 11	17.081
2017 12 13 12	17.091
2017 12 13 13	17.096
2017 12 13 14	17.098
2017 12 13 15	17.109
2017 12 13 16	17.124
2017 12 13 17	17.142
2017 12 13 18	17.126
2017 12 13 19	17.108
2017 12 13 20	17.092
2017 12 13 21	17.072
2017 12 13 22	17.062
2017 12 13 23	17.057
2017 12 14 00	17.057
2017 12 14 01	17.059
2017 12 14 02	17.059
2017 12 14 03	17.057
2017 12 14 04	17.057
2017 12 14 05	17.055
2017 12 14 06	17.054
2017 12 14 07	17.052
2017 12 14 08	17.047
2017 12 14 09	17.043
2017 12 14 10	17.036
2017 12 14 11	17.03
2017 12 14 12	17.039
2017 12 14 13	17.051
2017 12 14 14	17.06
2017 12 14 15	17.075
2017 12 14 16	17.093
2017 12 14 17	17.108
2017 12 14 18	17.105
2017 12 14 19	17.092
2017 12 14 20	17.083
2017 12 14 21	17.071
2017 12 14 22	17.061
2017 12 14 23	17.057
2017 12 15 00	17.052
2017 12 15 01	17.046
2017 12 15 02	17.027
2017 12 15 03	16.98
2017 12 15 04	16.912
2017 12 15 05	16.838
2017 12 15 06	16.77
2017 12 15 07	16.721
2017 12 15 08	16.69
2017 12 15 09	16.674
2017 12 15 10	16.664
2017 12 15 11	16.651
2017 12 15 12	16.647
2017 12 15 13	16.645
2017 12 15 14	16.653
2017 12 15 15	16.665
2017 12 15 16	16.678
2017 12 15 17	16.697
2017 12 15 18	16.697
2017 12 15 19	16.669
2017 12 15 20	16.659
2017 12 15 21	16.698
2017 12 15 22	16.723
2017 12 15 23	16.732
2017 12 16 00	16.732
2017 12 16 01	16.733
2017 12 16 02	16.735
2017 12 16 03	16.742
2017 12 16 04	16.75
2017 12 16 05	16.757
2017 12 16 06	16.761
2017 12 16 07	16.757
2017 12 16 08	16.746
2017 12 16 09	16.732
2017 12 16 10	16.715
2017 12 16 11	16.697
2017 12 16 12	16.697
2017 12 16 13	16.704
2017 12 16 14	16.708
2017 12 16 15	16.718
2017 12 16 16	16.732
2017 12 16 17	16.744
2017 12 16 18	16.741
2017 12 16 19	16.738
2017 12 16 20	16.741
2017 12 16 21	16.742
2017 12 16 22	16.739
2017 12 16 23	16.737
2017 12 17 00	16.734
2017 12 17 01	16.724
2017 12 17 02	16.712
2017 12 17 03	16.691
2017 12 17 04	16.659
2017 12 17 05	16.611
2017 12 17 06	16.544
2017 12 17 07	16.465
2017 12 17 08	16.381
2017 12 17 09	16.311
2017 12 17 10	16.273
2017 12 17 11	16.264
2017 12 17 12	16.293
2017 12 17 13	16.325
2017 12 17 14	16.352
2017 12 17 15	16.372
2017 12 17 16	16.384
2017 12 17 17	16.389
2017 12 17 18	16.372
2017 12 17 19	16.349
2017 12 17 20	16.333
2017 12 17 21	16.32
2017 12 17 22	16.318
2017 12 17 23	16.331
2017 12 18 00	16.361
2017 12 18 01	16.401
2017 12 18 02	16.441
2017 12 18 03	16.473
2017 12 18 04	16.5
2017 12 18 05	16.52
2017 12 18 06	16.534
2017 12 18 07	16.548
2017 12 18 08	16.563
2017 12 18 09	16.586
2017 12 18 10	16.61
2017 12 18 11	16.633
2017 12 18 12	16.668
2017 12 18 13	16.689
2017 12 18 14	16.699
2017 12 18 15	16.706
2017 12 18 16	16.708
2017 12 18 17	16.705
2017 12 18 18	16.682
2017 12 18 19	16.665
2017 12 18 20	16.667
2017 12 18 21	16.671
2017 12 18 22	16.68
2017 12 18 23	16.694
2017 12 19 00	16.707
2017 12 19 01	16.715
2017 12 19 02	16.72
2017 12 19 03	16.723
2017 12 19 04	16.722
2017 12 19 05	16.717
2017 12 19 06	16.711
2017 12 19 07	16.706
2017 12 19 08	16.705
2017 12 19 09	16.707
2017 12 19 10	16.709
2017 12 19 11	16.711
2017 12 19 12	16.729
2017 12 19 13	16.742
2017 12 19 14	16.748
2017 12 19 15	16.757
2017 12 19 16	16.765
2017 12 19 17	16.769
2017 12 19 18	16.76
2017 12 19 19	16.748
2017 12 19 20	16.743
2017 12 19 21	16.734
2017 12 19 22	16.729
2017 12 19 23	16.725
2017 12 20 00	16.699
2017 12 20 01	16.7
2017 12 20 02	16.699
2017 12 20 03	16.696
2017 12 20 04	16.693
2017 12 20 05	16.689
2017 12 20 06	16.683
2017 12 20 07	16.677
2017 12 20 08	16.673
2017 12 20 09	16.671
2017 12 20 10	16.67
2017 12 20 11	16.67
2017 12 20 12	16.69
2017 12 20 13	16.708
2017 12 20 14	16.725
2017 12 20 15	16.76
2017 12 20 16	16.805
2017 12 20 17	16.841
2017 12 20 18	16.821
2017 12 20 19	16.778
2017 12 20 20	16.753
2017 12 20 21	16.728
2017 12 20 22	16.708
2017 12 20 23	16.699
2017 12 21 00	16.695
2017 12 21 01	16.698
2017 12 21 02	16.705
2017 12 21 03	16.708
2017 12 21 04	16.708
2017 12 21 05	16.705
2017 12 21 06	16.701
2017 12 21 07	16.697
2017 12 21 08	16.693
2017 12 21 09	16.692
2017 12 21 10	16.691
2017 12 21 11	16.692
2017 12 21 12	16.71
2017 12 21 13	16.727
2017 12 21 14	16.74
2017 12 21 15	16.764
2017 12 21 16	16.795
2017 12 21 17	16.831
2017 12 21 18	16.826
2017 12 21 19	16.798
2017 12 21 20	16.781
2017 12 21 21	16.761
2017 12 21 22	16.747
2017 12 21 23	16.739
2017 12 22 00	16.735
2017 12 22 01	16.733
2017 12 22 02	16.731
2017 12 22 03	16.73
2017 12 22 04	16.728
2017 12 22 05	16.724
2017 12 22 06	16.72
2017 12 22 07	16.72
2017 12 22 08	16.72
2017 12 22 09	16.722
2017 12 22 10	16.724
2017 12 22 11	16.726
2017 12 22 12	16.745
2017 12 22 13	16.799
2017 12 22 14	16.843
2017 12 22 15	16.88
2017 12 22 16	16.928
2017 12 22 17	16.961
2017 12 22 18	16.948
2017 12 22 19	16.914
2017 12 22 20	16.888
2017 12 22 21	16.854
2017 12 22 22	16.819
2017 12 22 23	16.793
2017 12 23 00	16.776
2017 12 23 01	16.767
2017 12 23 02	16.763
2017 12 23 03	16.763
2017 12 23 04	16.763
2017 12 23 05	16.761
2017 12 23 06	16.756
2017 12 23 07	16.751
2017 12 23 08	16.744
2017 12 23 09	16.737
2017 12 23 10	16.73
2017 12 23 11	16.725
2017 12 23 12	16.742
2017 12 23 13	16.755
2017 12 23 14	16.763
2017 12 23 15	16.78
2017 12 23 16	16.802
2017 12 23 17	16.822
2017 12 23 18	16.804
2017 12 23 19	16.768
2017 12 23 20	16.738
2017 12 23 21	16.709
2017 12 23 22	16.69
2017 12 23 23	16.678
2017 12 24 00	16.675
2017 12 24 01	16.674
2017 12 24 02	16.672
2017 12 24 03	16.668
2017 12 24 04	16.665
2017 12 24 05	16.661
2017 12 24 06	16.654
2017 12 24 07	16.645
2017 12 24 08	16.63
2017 12 24 09	16.613
2017 12 24 10	16.597
2017 12 24 11	16.582
2017 12 24 12	16.579
2017 12 24 13	16.577
2017 12 24 14	16.575
2017 12 24 15	16.578
2017 12 24 16	16.584
2017 12 24 17	16.59
2017 12 24 18	16.588
2017 12 24 19	16.583
2017 12 24 20	16.58
2017 12 24 21	16.569
2017 12 24 22	16.557
2017 12 24 23	16.55
2017 12 25 00	16.545
2017 12 25 01	16.545
2017 12 25 02	16.547
2017 12 25 03	16.552
2017 12 25 04	16.556
2017 12 25 05	16.562
2017 12 25 06	16.566
2017 12 25 07	16.567
2017 12 25 08	16.565
2017 12 25 09	16.563
2017 12 25 10	16.564
2017 12 25 11	16.565
2017 12 25 12	16.585
2017 12 25 13	16.603
2017 12 25 14	16.617
2017 12 25 15	16.635
2017 12 25 16	16.653
2017 12 25 17	16.666
2017 12 25 18	16.658
2017 12 25 19	16.643
2017 12 25 20	16.631
2017 12 25 21	16.618
2017 12 25 22	16.609
2017 12 25 23	16.605
2017 12 26 00	16.607
2017 12 26 01	16.613
2017 12 26 02	16.62
2017 12 26 03	16.633
2017 12 26 04	16.643
2017 12 26 05	16.647
2017 12 26 06	16.63
2017 12 26 07	16.586
2017 12 26 08	16.522
2017 12 26 09	16.449
2017 12 26 10	16.386
2017 12 26 11	16.338
2017 12 26 12	16.344
2017 12 26 13	16.41
2017 12 26 14	16.479
2017 12 26 15	16.532
2017 12 26 16	16.56
2017 12 26 17	16.577
2017 12 26 18	16.578
2017 12 26 19	16.577
2017 12 26 20	16.576
2017 12 26 21	16.567
2017 12 26 22	16.553
2017 12 26 23	16.538
2017 12 27 00	16.572
2017 12 27 01	16.561
2017 12 27 02	16.547
2017 12 27 03	16.534
2017 12 27 04	16.52
2017 12 27 05	16.506
2017 12 27 06	16.491
2017 12 27 07	16.475
2017 12 27 08	16.454
2017 12 27 09	16.429
2017 12 27 10	16.399
2017 12 27 11	16.366
2017 12 27 12	16.347
2017 12 27 13	16.335
2017 12 27 14	16.327
2017 12 27 15	16.325
2017 12 27 16	16.329
2017 12 27 17	16.336
2017 12 27 18	16.332
2017 12 27 19	16.325
2017 12 27 20	16.319
2017 12 27 21	16.306
2017 12 27 22	16.293
2017 12 27 23	16.285
2017 12 28 00	16.279
2017 12 28 01	16.274
2017 12 28 02	16.271
2017 12 28 03	16.277
2017 12 28 04	16.289
2017 12 28 05	16.305
2017 12 28 06	16.323
2017 12 28 07	16.343
2017 12 28 08	16.364
2017 12 28 09	16.382
2017 12 28 10	16.392
2017 12 28 11	16.395
2017 12 28 12	16.41
2017 12 28 13	16.422
2017 12 28 14	16.424
2017 12 28 15	16.422
2017 12 28 16	16.42
2017 12 28 17	16.421
2017 12 28 18	16.409
2017 12 28 19	16.398
2017 12 28 20	16.393
2017 12 28 21	16.383
2017 12 28 22	16.374
2017 12 28 23	16.369
2017 12 29 00	16.36
2017 12 29 01	16.351
2017 12 29 02	16.343
2017 12 29 03	16.334
2017 12 29 04	16.328
2017 12 29 05	16.324
2017 12 29 06	16.326
2017 12 29 07	16.33
2017 12 29 08	16.335
2017 12 29 09	16.342
2017 12 29 10	16.354
2017 12 29 11	16.362
2017 12 29 12	16.392
2017 12 29 13	16.428
2017 12 29 14	16.459
2017 12 29 15	16.495
2017 12 29 16	16.538
2017 12 29 17	16.579
2017 12 29 18	16.592
2017 12 29 19	16.586
2017 12 29 20	16.576
2017 12 29 21	16.541
2017 12 29 22	16.505
2017 12 29 23	16.479
2017 12 30 00	16.457
2017 12 30 01	16.436
2017 12 30 02	16.42
2017 12 30 03	16.407
2017 12 30 04	16.398
2017 12 30 05	16.393
2017 12 30 06	16.392
2017 12 30 07	16.395
2017 12 30 08	16.4
2017 12 30 09	16.412
2017 12 30 10	16.426
2017 12 30 11	16.439
2017 12 30 12	16.471
2017 12 30 13	16.507
2017 12 30 14	16.543
2017 12 30 15	16.609
2017 12 30 16	16.712
2017 12 30 17	16.816
2017 12 30 18	16.823
2017 12 30 19	16.764
2017 12 30 20	16.74
2017 12 30 21	16.694
2017 12 30 22	16.661
2017 12 30 23	16.635
2017 12 31 00	16.617
2017 12 31 01	16.599
2017 12 31 02	16.577
2017 12 31 03	16.554
2017 12 31 04	16.531
2017 12 31 05	16.514
2017 12 31 06	16.503
2017 12 31 07	16.499
2017 12 31 08	16.495
2017 12 31 09	16.499
2017 12 31 10	16.506
2017 12 31 11	16.518
2017 12 31 12	16.551
2017 12 31 13	16.581
2017 12 31 14	16.599
2017 12 31 15	16.616
2017 12 31 16	16.627
2017 12 31 17	16.634
2017 12 31 18	16.626
2017 12 31 19	16.612
2017 12 31 20	16.579
2017 12 31 21	16.5
2017 12 31 22	16.388
2017 12 31 23	16.279
2018 01 01 00	16.192
2018 01 01 01	16.147
2018 01 01 02	16.142
2018 01 01 03	16.156
2018 01 01 04	16.179
2018 01 01 05	16.21
2018 01 01 06	16.239
2018 01 01 07	16.255
2018 01 01 08	16.281
2018 01 01 09	16.308
2018 01 01 10	16.338
2018 01 01 11	16.366
2018 01 01 12	16.413
2018 01 01 13	16.439
2018 01 01 14	16.444
2018 01 01 15	16.454
2018 01 01 16	16.465
2018 01 01 17	16.465
2018 01 01 18	16.417
2018 01 01 19	16.347
2018 01 01 20	16.3
2018 01 01 21	16.265
2018 01 01 22	16.246
2018 01 01 23	16.243
2018 01 02 00	16.252
2018 01 02 01	16.268
2018 01 02 02	16.286
2018 01 02 03	16.302
2018 01 02 04	16.317
2018 01 02 05	16.332
2018 01 02 06	16.343
2018 01 02 07	16.354
2018 01 02 08	16.374
2018 01 02 09	16.398
2018 01 02 10	16.42
2018 01 02 11	16.439
2018 01 02 12	16.478
2018 01 02 13	16.506
2018 01 02 14	16.527
2018 01 02 15	16.563
2018 01 02 16	16.613
2018 01 02 17	16.663
2018 01 02 18	16.664
2018 01 02 19	16.63
2018 01 02 20	16.61
2018 01 02 21	16.595
2018 01 02 22	16.593
2018 01 02 23	16.602
2018 01 03 00	16.345
2018 01 03 01	16.365
2018 01 03 02	16.382
2018 01 03 03	16.396
2018 01 03 04	16.406
2018 01 03 05	16.408
2018 01 03 06	16.404
2018 01 03 07	16.405
2018 01 03 08	16.411
2018 01 03 09	16.421
2018 01 03 10	16.431
2018 01 03 11	16.445
2018 01 03 12	16.486
2018 01 03 13	16.522
2018 01 03 14	16.546
2018 01 03 15	16.569
2018 01 03 16	16.588
2018 01 03 17	16.599
2018 01 03 18	16.583
2018 01 03 19	16.556
2018 01 03 20	16.539
2018 01 03 21	16.523
2018 01 03 22	16.516
2018 01 03 23	16.521
2018 01 04 00	16.535
2018 01 04 01	16.553
2018 01 04 02	16.57
2018 01 04 03	16.585
2018 01 04 04	16.592
2018 01 04 05	16.593
2018 01 04 06	16.588
2018 01 04 07	16.581
2018 01 04 08	16.579
2018 01 04 09	16.59
2018 01 04 10	16.604
2018 01 04 11	16.621
2018 01 04 12	16.663
2018 01 04 13	16.716
2018 01 04 14	16.757
2018 01 04 15	16.782
2018 01 04 16	16.792
2018 01 04 17	16.793
2018 01 04 18	16.771
2018 01 04 19	16.738
2018 01 04 20	16.713
2018 01 04 21	16.688
2018 01 04 22	16.669
2018 01 04 23	16.659
2018 01 05 00	16.654
2018 01 05 01	16.657
2018 01 05 02	16.669
2018 01 05 03	16.681
2018 01 05 04	16.675
2018 01 05 05	16.618
2018 01 05 06	16.499
2018 01 05 07	16.346
2018 01 05 08	16.2
2018 01 05 09	16.108
2018 01 05 10	16.109
2018 01 05 11	16.186
2018 01 05 12	16.312
2018 01 05 13	16.403
2018 01 05 14	16.454
2018 01 05 15	16.483
2018 01 05 16	16.486
2018 01 05 17	16.451
2018 01 05 18	16.365
2018 01 05 19	16.269
2018 01 05 20	16.212
2018 01 05 21	16.18
2018 01 05 22	16.181
2018 01 05 23	16.237
2018 01 06 00	16.336
2018 01 06 01	16.392
2018 01 06 02	16.414
2018 01 06 03	16.423
2018 01 06 04	16.425
2018 01 06 05	16.423
2018 01 06 06	16.418
2018 01 06 07	16.41
2018 01 06 08	16.4
2018 01 06 09	16.387
2018 01 06 10	16.371
2018 01 06 11	16.349
2018 01 06 12	16.337
2018 01 06 13	16.331
2018 01 06 14	16.325
2018 01 06 15	16.329
2018 01 06 16	16.339
2018 01 06 17	16.353
2018 01 06 18	16.354
2018 01 06 19	16.359
2018 01 06 20	16.369
2018 01 06 21	16.378
2018 01 06 22	16.39
2018 01 06 23	16.402
2018 01 07 00	16.414
2018 01 07 01	16.429
2018 01 07 02	16.442
2018 01 07 03	16.458
2018 01 07 04	16.467
2018 01 07 05	16.468
2018 01 07 06	16.46
2018 01 07 07	16.448
2018 01 07 08	16.438
2018 01 07 09	16.429
2018 01 07 10	16.416
2018 01 07 11	16.4
2018 01 07 12	16.402
2018 01 07 13	16.392
2018 01 07 14	16.376
2018 01 07 15	16.367
2018 01 07 16	16.36
2018 01 07 17	16.351
2018 01 07 18	16.318
2018 01 07 19	16.285
2018 01 07 20	16.267
2018 01 07 21	16.247
2018 01 07 22	16.238
2018 01 07 23	16.241
2018 01 08 00	16.246
2018 01 08 01	16.259
2018 01 08 02	16.284
2018 01 08 03	16.312
2018 01 08 04	16.331
2018 01 08 05	16.353
2018 01 08 06	16.361
2018 01 08 07	16.367
2018 01 08 08	16.375
2018 01 08 09	16.382
2018 01 08 10	16.392
2018 01 08 11	16.397
2018 01 08 12	16.415
2018 01 08 13	16.428
2018 01 08 14	16.436
2018 01 08 15	16.443
2018 01 08 16	16.451
2018 01 08 17	16.458
2018 01 08 18	16.455
2018 01 08 19	16.459
2018 01 08 20	16.467
2018 01 08 21	16.462
2018 01 08 22	16.467
2018 01 08 23	16.48
2018 01 09 00	16.487
2018 01 09 01	16.495
2018 01 09 02	16.507
2018 01 09 03	16.512
2018 01 09 04	16.511
2018 01 09 05	16.511
2018 01 09 06	16.518
2018 01 09 07	16.516
2018 01 09 08	16.515
2018 01 09 09	16.519
2018 01 09 10	16.521
2018 01 09 11	16.522
2018 01 09 12	16.525
2018 01 09 13	16.526
2018 01 09 14	16.528
2018 01 09 15	16.529
2018 01 09 16	16.529
2018 01 09 17	16.53
2018 01 09 18	16.529
2018 01 09 19	16.523
2018 01 09 20	16.519
2018 01 09 21	16.517
2018 01 09 22	16.513
2018 01 09 23	16.507
2018 01 10 00	16.38
2018 01 10 01	16.378
2018 01 10 02	16.38
2018 01 10 03	16.387
2018 01 10 04	16.399
2018 01 10 05	16.411
2018 01 10 06	16.412
2018 01 10 07	16.399
2018 01 10 08	16.369
2018 01 10 09	16.326
2018 01 10 10	16.273
2018 01 10 11	16.219
2018 01 10 12	16.185
2018 01 10 13	16.155
2018 01 10 14	16.127
2018 01 10 15	16.118
2018 01 10 16	16.127
2018 01 10 17	16.119
2018 01 10 18	16.04
2018 01 10 19	15.867
2018 01 10 20	15.631
2018 01 10 21	15.336
2018 01 10 22	15.065
2018 01 10 23	14.897
2018 01 11 00	14.834
2018 01 11 01	14.806
2018 01 11 02	14.797
2018 01 11 03	14.78
2018 01 11 04	14.752
2018 01 11 05	14.719
2018 01 11 06	14.683
2018 01 11 07	14.666
2018 01 11 08	14.673
2018 01 11 09	14.703
2018 01 11 10	14.753
2018 01 11 11	14.765
2018 01 11 12	14.815
2018 01 11 13	14.946
2018 01 11 14	15.154
2018 01 11 15	15.434
2018 01 11 16	15.714
2018 01 11 17	15.925
2018 01 11 18	16.051
2018 01 11 19	16.097
2018 01 11 20	16.077
2018 01 11 21	15.984
2018 01 11 22	15.832
2018 01 11 23	15.639
2018 01 12 00	15.43
2018 01 12 01	15.246
2018 01 12 02	15.119
2018 01 12 03	15.042
2018 01 12 04	14.999
2018 01 12 05	14.997
2018 01 12 06	15.0
2018 01 12 07	14.981
2018 01 12 08	14.964
2018 01 12 09	14.956
2018 01 12 10	14.949
2018 01 12 11	14.943
2018 01 12 12	14.975
2018 01 12 13	15.026
2018 01 12 14	15.069
2018 01 12 15	15.112
2018 01 12 16	15.146
2018 01 12 17	15.169
2018 01 12 18	15.141
2018 01 12 19	15.097
2018 01 12 20	15.069
2018 01 12 21	15.03
2018 01 12 22	14.999
2018 01 12 23	14.964
2018 01 13 00	14.972
2018 01 13 01	14.957
2018 01 13 02	14.947
2018 01 13 03	14.936
2018 01 13 04	14.935
2018 01 13 05	14.961
2018 01 13 06	15.028
2018 01 13 07	15.19
2018 01 13 08	15.413
2018 01 13 09	15.648
2018 01 13 10	15.795
2018 01 13 11	15.882
2018 01 13 12	15.945
2018 01 13 13	15.948
2018 01 13 14	15.883
2018 01 13 15	15.792
2018 01 13 16	15.692
2018 01 13 17	15.593
2018 01 13 18	15.495
2018 01 13 19	15.414
2018 01 13 20	15.359
2018 01 13 21	15.312
2018 01 13 22	15.283
2018 01 13 23	15.275
2018 01 14 00	15.227
2018 01 14 01	15.249
2018 01 14 02	15.256
2018 01 14 03	15.254
2018 01 14 04	15.25
2018 01 14 05	15.238
2018 01 14 06	15.214
2018 01 14 07	15.18
2018 01 14 08	15.135
2018 01 14 09	15.089
2018 01 14 10	15.049
2018 01 14 11	15.019
2018 01 14 12	15.022
2018 01 14 13	15.047
2018 01 14 14	15.087
2018 01 14 15	15.151
2018 01 14 16	15.223
2018 01 14 17	15.288
2018 01 14 18	15.322
2018 01 14 19	15.339
2018 01 14 20	15.363
2018 01 14 21	15.38
2018 01 14 22	15.401
2018 01 14 23	15.441
2018 01 15 00	15.5
2018 01 15 01	15.513
2018 01 15 02	15.503
2018 01 15 03	15.47
2018 01 15 04	15.411
2018 01 15 05	15.319
2018 01 15 06	15.207
2018 01 15 07	15.088
2018 01 15 08	14.982
2018 01 15 09	14.905
2018 01 15 10	14.848
2018 01 15 11	14.815
2018 01 15 12	14.831
2018 01 15 13	14.872
2018 01 15 14	14.92
2018 01 15 15	14.982
2018 01 15 16	15.049
2018 01 15 17	15.113
2018 01 15 18	15.139
2018 01 15 19	15.153
2018 01 15 20	15.189
2018 01 15 21	15.224
2018 01 15 22	15.244
2018 01 15 23	15.253
2018 01 16 00	15.21
2018 01 16 01	15.203
2018 01 16 02	15.179
2018 01 16 03	15.138
2018 01 16 04	15.079
2018 01 16 05	15.008
2018 01 16 06	14.937
2018 01 16 07	14.88
2018 01 16 08	14.845
2018 01 16 09	14.832
2018 01 16 10	14.837
2018 01 16 11	14.863
2018 01 16 12	14.93
2018 01 16 13	15.015
2018 01 16 14	15.097
2018 01 16 15	15.179
2018 01 16 16	15.242
2018 01 16 17	15.282
2018 01 16 18	15.288
2018 01 16 19	15.282
2018 01 16 20	15.282
2018 01 16 21	15.281
2018 01 16 22	15.292
2018 01 16 23	15.324
2018 01 17 00	15.309
2018 01 17 01	15.322
2018 01 17 02	15.344
2018 01 17 03	15.368
2018 01 17 04	15.384
2018 01 17 05	15.399
2018 01 17 06	15.424
2018 01 17 07	15.469
2018 01 17 08	15.539
2018 01 17 09	15.623
2018 01 17 10	15.686
2018 01 17 11	15.739
2018 01 17 12	15.808
2018 01 17 13	15.878
2018 01 17 14	15.936
2018 01 17 15	15.992
2018 01 17 16	16.037
2018 01 17 17	16.069
2018 01 17 18	16.084
2018 01 17 19	16.094
2018 01 17 20	16.114
2018 01 17 21	16.128
2018 01 17 22	16.137
2018 01 17 23	16.143
2018 01 18 00	16.331
2018 01 18 01	16.337
2018 01 18 02	16.345
2018 01 18 03	16.357
2018 01 18 04	16.371
2018 01 18 05	16.384
2018 01 18 06	16.395
2018 01 18 07	16.402
2018 01 18 08	16.407
2018 01 18 09	16.409
2018 01 18 10	16.406
2018 01 18 11	16.402
2018 01 18 12	16.416
2018 01 18 13	16.427
2018 01 18 14	16.428
2018 01 18 15	16.441
2018 01 18 16	16.467
2018 01 18 17	16.504
2018 01 18 18	16.463
2018 01 18 19	16.318
2018 01 18 20	16.215
2018 01 18 21	16.147
2018 01 18 22	16.101
2018 01 18 23	16.073
2018 01 19 00	16.085
2018 01 19 01	16.059
2018 01 19 02	16.013
2018 01 19 03	15.942
2018 01 19 04	15.842
2018 01 19 05	15.715
2018 01 19 06	15.564
2018 01 19 07	15.406
2018 01 19 08	15.26
2018 01 19 09	15.144
2018 01 19 10	15.06
2018 01 19 11	15.006
2018 01 19 12	15.004
2018 01 19 13	15.033
2018 01 19 14	15.085
2018 01 19 15	15.19
2018 01 19 16	15.313
2018 01 19 17	15.371
2018 01 19 18	15.323
2018 01 19 19	15.24
2018 01 19 20	15.179
2018 01 19 21	15.13
2018 01 19 22	15.098
2018 01 19 23	15.088
2018 01 20 00	15.198
2018 01 20 01	15.191
2018 01 20 02	15.184
2018 01 20 03	15.176
2018 01 20 04	15.16
2018 01 20 05	15.135
2018 01 20 06	15.109
2018 01 20 07	15.084
2018 01 20 08	15.07
2018 01 20 09	15.073
2018 01 20 10	15.095
2018 01 20 11	15.153
2018 01 20 12	15.274
2018 01 20 13	15.406
2018 01 20 14	15.518
2018 01 20 15	15.635
2018 01 20 16	15.759
2018 01 20 17	15.861
2018 01 20 18	15.88
2018 01 20 19	15.837
2018 01 20 20	15.782
2018 01 20 21	15.714
2018 01 20 22	15.647
2018 01 20 23	15.591
2018 01 21 00	15.496
2018 01 21 01	15.465
2018 01 21 02	15.462
2018 01 21 03	15.483
2018 01 21 04	15.504
2018 01 21 05	15.508
2018 01 21 06	15.465
2018 01 21 07	15.375
2018 01 21 08	15.27
2018 01 21 09	15.218
2018 01 21 10	15.226
2018 01 21 11	15.277
2018 01 21 12	15.398
2018 01 21 13	15.533
2018 01 21 14	15.651
2018 01 21 15	15.772
2018 01 21 16	15.896
2018 01 21 17	16.002
2018 01 21 18	16.031
2018 01 21 19	16.009
2018 01 21 20	15.989
2018 01 21 21	15.957
2018 01 21 22	15.906
2018 01 21 23	15.837
2018 01 22 00	15.673
2018 01 22 01	15.621
2018 01 22 02	15.584
2018 01 22 03	15.562
2018 01 22 04	15.544
2018 01 22 05	15.527
2018 01 22 06	15.509
2018 01 22 07	15.483
2018 01 22 08	15.452
2018 01 22 09	15.427
2018 01 22 10	15.411
2018 01 22 11	15.405
2018 01 22 12	15.43
2018 01 22 13	15.463
2018 01 22 14	15.494
2018 01 22 15	15.56
2018 01 22 16	15.653
2018 01 22 17	15.718
